id,company_name,website,status,notes
606,JT Davenport & Sons,,Do not contact - Business was acquired,Notes: Acquired by Core-Mark; Sources: 11.15 Similar to Master G
107,Asian Food Markets,,,"Address: 307 Hollywood Ave, South Plainfield, NJ 07080; Sources: Letters"
110,associated grocers of new england,,,"Sources: 11.15 Similar to Master G, Outreach"
123,B and L wholesale Supply,,,Sources: 11.15 Similar to Master G
134,Bargain Line Wholesale,https://www.bargainlw.com/,,Sources: 11.15 Similar to Master G
607,JTAV Clinical Skin Care,jtavclinicalskincare.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
139,Basik Trading Inc,http://www.basiktradinginc.com/,,"Address: 1315 N Jog Rd, West Palm Beach, FL 33413; Sources: 11.15 Similar to Master G"
159,Bi-County Distributors,https://bicountydistributorsusa.com/,,"Address: 33 Comac Loop #5, Ronkonkoma, NY 11779; Sources: 11.15 Similar to Master G"
164,Bill & Ralph's Inc,https://www.billandralphs.com/,,"Notes: Customer login portal. Called and Bill hung up the phone; Address: 118 Bandr Dr, Sarepta, LA 71071; Sources: 11.15 Similar to Master G, Outreach"
175,Blue Island Wholesale Produce Inc,https://www.producemarketguide.com/company/120131/blue-island-wholesale-produce-inc,,"Address: 2320 S Blue Island Ave, Chicago, IL 60608; Revenue: 0.0; Sources: First Campaign, Letters"
608,"Junior Drake, Inc.",juniordrake.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
610,JW Mobile LLC,jwmobile.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
618,K.E.Y. Company,keycompanyusa.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
185,Boston Warehouse Trading Corporation,,,"Notes: Left voicemail; Address: 9 Davis Ave, Norwood, MA 02062; Sources: 11.15 Similar to Master G, Outreach"
200,Burkes Distributing,https://burkedist.com/,,Sources: 11.15 Similar to Master G
201,Buster's Industrial Supply,bustersindustrial.com,,"Notes: About
MRO (maintenance, repair and operations) supply company 
Founded in 2015
Buster is a single dad and has a dog (refer to IG). 
Uses FB for marketing
Mission: Quality, service, and value
Donated hand sanitizer to low-income schools during COVID
Support other school programs too
Ecommerce platform: Shopify

PAIN POINTS: Potential Problems:
Industrial customers often require contract pricing, customer-specific catalogs, and quote/RFQ workflows; standard e-commerce can struggle when pricing/approval rules vary by account
If they support “commercial accounts,” they may need multi-buyer purchasing under one company account with permissions/approvals and shared order history
Potential Solutions:
Customer-specific price tiers/tax codes, quote → estimate → order flow, and employee permission controls for editing prices/approving quotes (pricing governance).
OMS consolidation (web + phone + walk-in) and attaching documents (contracts, invoices, shipping labels) at the order level, useful for B2B procurement and audit trails.; Address: 3401 N Sylvania Ave #101, Fort Worth, TX 76111; Sources: Associates Onboarding, Clay Batch, Letters"
202,C & C Wholesale Distributors,https://www.ccwhole.com/products/,,Sources: 11.15 Similar to Master G
205,Cactus Candy Company,https://store.ameliocenterprises.com/,,"Notes: Robust.; Address: 2656 N 37th Dr, Phoenix, AZ 85009; Sources: 11.15 Similar to Master G, Outreach"
250,Chefs toys,,,Notes: Too robust.; Sources: 11.15 Similar to Master G
252,Chester Wholesale Distribution inc.,,,"Address: 3113 W 9th St, Chester, PA 19013; Sources: First Campaign, Letters"
253,Chicago Bagel Authority,https://eatcba.com/#menu-section,,"Notes: - About
      - 2 locations abt a 10 min drive from each other based in chicago
      - Seem involved with community
            -Had “take a photo and post it” for a free tshirt
                  - May have been a way to promote merch 
            - Closed down on jan 30th in support for defunding ice for national shutdown
            - Some product earnings “10% of each sold goes to Audubon Elementary School”
      - Over 100 menu items 
            - Many items share ingredients so it may be difficult to navigate forecasting how much is needed 
            - May be more at risk for sell out 
       - Owner is Greg Gibbs and bagel shop has been open since the 1990s
- Uses Squarespace Commerce
      - Better for small to lower mid-market business
      - Easy to use
      - May not have lots of customization features 
      - $49-72 a month(may vary)
      - Used paypal and has a processing fee

PAIN POINTS: Pain points
      -Although very indepth, the website can feel a little clustered like a lot of info and places to navigate 
            -May be overwhelming for new customers 
      - When ordering products for delivery/pickup 
               -Get brought to different site when ordering
                      -May be confusing for customers
                      -May be harder to analyze and track customer interest to actual consumption
                             -Same person may be go to same website 3 times confused on whether its the right place to order before actually ordering
                             -Demand may be hard to figure out
                     -Visual inconsistencies with some foods and drinks not having photos
                     -No info on specific nutritional values for foods(calories, sodium, etc)
        - No search bar so may be difficult to navigate
              - Have to scroll through a lot 
        -No way to see what's sold out or they are running low on 
                - Poor inventory visibility can lead to inefficient stock management 
                 - Shortages and food waste; Address: 953 W Armitage Ave
Chicago, IL 60614; Sources: Associates Onboarding, Letters"
259,Cicero Supply,https://www.cicerosupply.com/,,Notes: Craig Snower's Email: csnower@cicerosupply.com; Sources: Industrial
268,Classic Packaging Corp,https://www.classicpackagingcorp.com/,,"Address: 320 Commercial Ave, Northbrook, IL 60062; Industry: Packaging; Employees: 5.0; Sources: First Campaign"
628,K&Y GROUP,knybg.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
611,Kai Gourmet,kaigourmet.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
612,Karen Alweil Studio,karenalweilstudio.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
613,Karma Home,,,Address: New York City Metropolitan Area; Sources: Clay Batch
273,CLOUD WHOLESALE,,,"Address: 1310 Ashby Rd, St. Louis, MO 63132; Sources: St Louis Missouri"
279,Colmar Industrial Supplies Inc,https://colmarindustrial.com/,,Sources: Industrial
282,Columbia Distributors,https://coldist.com/,,"Notes: Robust. Have their own 'proprietary' store.; Address: 20301 59th Pl S, Kent, WA 98032; Sources: 11.15 Similar to Master G, Letters"
614,Kassir Import & Export Co,,,"Address: 5635 Smithway St Room 1, Commerce, CA 90040; Sources: 11.15 Similar to Master G"
303,CTS Industrial Supply,https://cuttingtoolpickers.com/,,Sources: Industrial
615,KC Global Network Inc,kcglobalnetwork.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
320,Dearborn Wholesale Grocers,https://www.dearborn-wholesale.com/,,"Address: 4525 W Madison St, Chicago, IL 60624; Industry: Grocery; Revenue: 6000000.0; Employees: 29.0; Sources: First Campaign"
617,Kelly & Hayes Electrical & Plumbing Supply,kellyhayes.com,,"Address: New York, New York, United States; Sources: Clay Batch"
321,DEB Wholesale Inc.,https://www.debwholesale.com/,,Sources: 11.15 Similar to Master G
326,Dennis Food Service,,,"Address: 101 Mecaw Road, Hampden, Maine 04444; Sources: Letters"
619,Kiko Leather,kikoleather.com,,"Address: Los Angeles Metropolitan Area, United States; Sources: Clay Batch"
620,Kim Hing Wholesale,No website,,"Notes: wholesale grocery supplier for local businesses, retailers, restaurant operators, and other bulk buyers in the Philadelphia area
Small to medium-size wholesale operation
No website 
Are they a good fit?
Yes
No existing ecommerce system
Isn’t a widely listed website or public ecommerce portal for online ordering. Their business appears to be largely offline and relationship-drive
Would have to order through email or phone call
Staff likely write down or manually enter orders so harder to track inventory and could be more time consuming
Also no way to check pricing or place orders anytime which can be inconvenient to customers; Sources: Associates First Lists"
621,Kim's Wholesale Dist,,,"Address: 903 Fairmount Ave, Philadelphia, PA 19123; Sources: First Campaign"
623,KingsHaven,kingshaven.com,,"Address: New York, New York, United States; Sources: Clay Batch"
327,Dennis Wholesale Foods,https://dennisfoodservice.com/products/categories/,,Revenue: 0.0; Sources: First Campaign
331,DFC Wholesale Inc,https://www.dfc-foods.com/,,"Notes: Website looks very sophisticated, but is basically just an ordering form. (Sent a test); Sources: 11.15 Similar to Master G"
624,Koah Distribution,seapllc.biz,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
625,Kohl Wholesale,https://kohlwholesale.com/products/product-guide/,,Industry: Grocery; Online Ordering: Limited; Sources: First Campaign
335,Diamond Wire Spring company,https://diamondwire.com/,,Sources: Industrial
626,KPD International Wholesale,https://kpdwholesale.com/,,"Notes: Wholesale distribution business based in Philadelphia, PA. They serve local retailers and other wholesale buyers with a broad range of products and emphasize value through volume purchasing
https://kpdwholesale.com/ 
Are they a good fit?
Yes
No way to make orders online so potential customers would have to call or email them 
Limited customer convenience as retailers can’t log in, see pricing, check availability, or reorder easily
No portal which means there’s no way to track deliveries or see past orders; Sources: Associates First Lists"
349,Dot Foods Inc,,,"Address: 1 Dot Way, Mt Sterling, IL 62353; Sources: Letters"
627,"Kulkoni, Inc. - Lifting & Rigging Supplies",,,"Address: Houston, Texas, United States; Sources: Clay Batch"
351,Downey Wholesale,,,Sources: 11.15 Similar to Master G
629,Kymerah,kymerah.com,,"Address: New York, New York, United States; Sources: Clay Batch"
353,DT Trading,,,"Address: 10795 Midwest Industrial Blvd, St. Louis, MO 63132; Sources: St Louis Missouri"
658,L.J. West Diamonds,ljwestdiamonds.com,,"Address: New York, New York, United States; Sources: Clay Batch"
661,L'oreal Italia S.p.A.,loreal.it,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
630,La bodega cash and carry,,,Sources: 11.15 Similar to Master G
361,E. Edwards Workwear,https://www.eeworkwear.com/,,Sources: Industrial
440,Flamemaster,https://flamemaster.com/coatings/,,Sources: Industrial
631,LA Closeout DBA Gametronics,lacloseout.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
444,Flow Products,https://www.flowprod.com/,,Sources: Industrial
632,la ejuice llc,,,Sources: 11.15 Similar to Master G
633,LA Lucky Import Export Inc,,,Sources: 11.15 Similar to Master G
451,Four Seasons General Merchandise,https://www.4sgm.com/,,"Notes: Website looks very sophisticated, but is basically just an ordering form. (Sent a test); Address: 2801 E Vernon Ave, Los Angeles, CA 90058; Sources: 11.15 Similar to Master G, Letters"
634,LA VAPOR INC,,,Sources: 11.15 Similar to Master G
458,Galaxy Distribution,,,"Address: 1610 N Harrison St, Shawnee, OK 74804; Sources: 11.15 Similar to Master G, Letters"
635,"LabSource, Inc.",labsource.com,,Address: Greater Chicago Area; Sources: Clay Batch
636,Lakeside Supply Company,lakesidesupply.com,,"Address: Cleveland, Ohio, United States; Sources: Clay Batch"
637,Lamy America Inc,,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
638,Lancelot Janitorial & Paper Products,"Lancelot Janitorial & Paper Products | Lynn, Massachusetts",,"Notes: 50+ years, Family-owned; delivery fleet and 2,500+ items; Address: Lynn, MA; Industry: Janitorial & Facility Supply; Sources: Associates First Lists"
524,Harold's Chicken Shack,,,"Address: Original Harold's Chicken
P.O. Box 1822
Matteson, IL; Sources: Letters"
537,Hess Equipment Solutions,,,"Notes: Near Mothership (Rachel out of town); Address: 5640 Gravois Ave, St. Louis, MO 63116; Sources: St Louis Missouri"
555,Hype Distribution LLC - Wholesaler of Smoke Store Supplies,,,"Notes: (Got in touch, but he said he wasn't going to be around today); Address: 12111 Bridgeton Sq Dr, Bridgeton, MO 63044; Sources: St Louis Missouri"
567,Inderbitzin Distributors,https://inderbitzin.com/,,Notes: Very minimal website; Sources: 11.15 Similar to Master G
639,Lands Downunder,landsdownunder.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
593,Jacobson,jacobsonfloral.com,,"Address: Boston, Massachusetts, United States; Sources: Clay Batch, First Campaign"
594,JAM Industrial Supply,https://www.jamindustrialsupply.com/industrial-equipment-supplier/?gad_source=1&gad_campaignid=9566702855&gbraid=0AAAAADnbHnQTLB3XGORDyKDt7UxMym7wE&gclid=CjwKCAiA3L_JBhAlEiwAlcWO57-EybwkMKVkx5hgocyS-Dz3ZpAS6bFaHY8gt-I5z5VghlnQZQwylhoCOZEQAvD_BwE,,Sources: Industrial
616,KeHE,,,"Address: 1245 E Diehl Rd | Ste 200 | Naperville, IL 60563; Sources: Letters"
622,King wholesale USA,,,"Notes: Will have to meet with Abdul; Address: 46 Worthington Access Dr, Maryland Heights, MO 63043; Sources: St Louis Missouri"
640,LandscapeHub,,,Address: Greater Chicago Area; Sources: Clay Batch
641,Laner Electric Supply,laner.com,,"Address: Richmond, California, United States; Sources: Clay Batch"
653,Limits Express Company,limitsexpresscompany.com,,"Address: Greater Boston, United States; Sources: Clay Batch, First Campaign"
643,latino foods,roberto aguilu - roberto@latinofooddistributors.com,,Sources: Jan 2026
644,"Lazy Susan USA, Inc",lazysusanusa.com,,"Address: New York, New York, United States; Sources: Clay Batch"
646,lee dee wholesale,,,Sources: 11.15 Similar to Master G
647,Legend Brands,legendbranding.com,,"Address: New York, New York, United States; Sources: Clay Batch"
669,Mable,meetmable.com,,"Address: Boston, Massachusetts, United States; Sources: Clay Batch, First Campaign"
680,Marco Supply Company,https://www.marcosupply.com/,,Sources: Industrial
682,Mark's Low Price Distribution,No,,Notes: Hung up. Broken website; Sources: 11.15 Similar to Master G
648,Legion Paper,legionpaper.com,,"Address: New York, New York, United States; Sources: Clay Batch"
649,Lehi Valley Trading Co.,https://lehivalley.com/,,Sources: 11.15 Similar to Master G
696,"Midland Distribution, Inc. (Zdan)",https://zdanbrand.com/,,"Address: 13636 Western Ave Blue Island IL 60406-3262, USA; Industry: Grocery; Revenue: 0.0; Sources: First Campaign, Letters"
650,Liba Fabrics,libafabrics.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
651,Lighting Unlimited Inc.,lu-az.com,,"Address: Phoenix, Arizona, United States; Sources: Clay Batch"
652,"LightStyle Automated Systems, Inc.",lightstyle-inc.com,,Address: Los Angeles Metropolitan Area; Sources: Clay Batch
654,Lippincott Supply Company,lippincottsupply.com,,"Address: New York, New York, United States; Sources: Clay Batch"
723,National Convenience Distributors - Larger Customer,https://www.thencd.com/,,Sources: First Campaign
655,LIQUID8,liquid8.id,,Address: Greater Seattle Area; Sources: Clay Batch
728,"New England Doll & Novelty Co., Inc.",nedollco.com,,"Address: Greater Boston; Sources: Clay Batch, First Campaign"
657,Livex Lighting,livexlighting.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
659,LMD Industries Inc,lmdindustries.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
660,Long Bean Farms,longbeanfarms.com,,"Address: Greater Chicago Area, United States; Sources: Clay Batch"
764,Performance Food Group,,,"Address: 12500 West Creek Parkway
Richmond, VA 23238; Sources: Letters"
766,Pes Automation,https://pesautomation.com/,,Sources: Industrial
767,"Peter Condakes Company, Inc.",https://www.petercondakes.com/,,Sources: 11.15 Similar to Master G
662,Lotus Vaping Technologies,,,Sources: 11.15 Similar to Master G
665,Lou's Wholesale Philadelphia-,https://lousphila.com/,,"Notes: Wholesale distributor and supply store serving the Philadelphia area. It operates primarily as a wholesaler of a wide variety of products that local retailers, small businesses, and individual customers can purchase in bulk. The business has been established for many years and is known locally as a convenient source for wholesale goods
- https://lousphila.com/ 
       - WooCommerce-powered e-commerce site where businesses can browse and place orders online
         - Has premium theme WoodMart
        -Gives prices, discounts, sales, shows how many items are in stock, lists SKUS, order tracking
Are they a good fit?
No
They are already on a flexible, modern stack with WordPress and  WooCommerce, which can support advanced B2B functionality without requiring a full platform migration
Already supports price tiers, wholesale plugins, and account-based pricing extensions at relatively low cost, meaning they may not need a higher-touch custom solution | Wholesale distributor and supply store serving the Philadelphia area. It operates primarily as a wholesaler of a wide variety of products that local retailers, small businesses, and individual customers can purchase in bulk. The business has been established for many years and is known locally as a convenient source for wholesale goods
- https://lousphila.com/ 
       - WooCommerce-powered e-commerce site where businesses can browse and place orders online
         - Has premium theme WoodMart
        -Gives prices, discounts, sales, shows how many items are in stock, lists SKUS, order tracking
Are they a good fit?
No
They are already on a flexible, modern stack with WordPress and  WooCommerce, which can support advanced B2B functionality without requiring a full platform migration
Already supports price tiers, wholesale plugins, and account-based pricing extensions at relatively low cost, meaning they may not need a higher-touch custom solution; Sources: Associates First Lists"
797,"Quality Wholesaler & Distributor, Inc",,,"Address: 350 Beacham St, Chelsea, MA 02150; Sources: Letters"
808,Rego Trading,https://www.regotrading.com/,,"Notes: This client was interested in app. Randy was interested but his colleague was opposed to idea and said things work different and we are big company. This was one of very initial demo and unfortunately with employee opposition we were not able talk about integration. We just demo customer app to them. I just checked and apparently they have not upgraded yet; Address: 200 Liberty St, Metuchen NJ 08840; Sources: Associates Onboarding, Warm Leads"
666,Luxe Seafood Company,luxe-seafood.com,,"Address: Los Angeles Metropolitan Area, United States; Sources: Clay Batch"
667,"M & M Fastener Supply, Inc.",mmfastsupply.com,,Address: Los Angeles Metropolitan Area; Sources: Clay Batch
670,Mad Style,madstyleshop.com,,"Address: New York, New York, United States; Sources: Clay Batch"
817,RN International,https://www.rnwholesalers.com/,,"Address: 3909 W Lawrence Ave, Chicago, IL 60625; Industry: Convenience store supplies; Revenue: 3000000.0; Employees: 5.0; Sources: First Campaign"
671,Magner Corporation of America,magner.com,,Address: New York City Metropolitan Area; Sources: Clay Batch
819,Rocket 101 Wholesale,,,"Address: 2303 Weldon Pkwy, St. Louis, MO 63146; Sources: St Louis Missouri"
820,Rockland Athletic Supplies,rocklandathletics.com,,"Address: Greater Boston; Sources: Clay Batch, First Campaign"
821,Ronco Industrial Supply (Bensenville / Chicago area),https://www.shopronco.com/catalog/,,Sources: Industrial
672,Maison3Amis,devinecorp.net,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
673,MAJESTY HOME,majestyhomeny.com,,"Address: New York, New York, United States; Sources: Clay Batch"
674,MakingCosmetics Inc.,makingcosmetics.com,,"Address: Greater Seattle Area, United States; Sources: Clay Batch"
827,S & K Distributors,,,"Address: 4001 G St, Philadelphia, PA 19124; Sources: First Campaign, Letters"
675,"MamaMia Produce, LLC",mamamiaproduce.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
676,Manufactured Duct & Supply,mdshvac.net,,"Address: Atlanta, Georgia, United States; Sources: Clay Batch"
677,"Manufacturers Distributor, Inc.",mdisales.com,,Address: Memphis Metropolitan Area; Sources: Clay Batch
829,S&A Wholesale,,,"Address: 4488 Woodson Rd, St. Louis, MO 63134; Sources: St Louis Missouri"
859,Sky Nutro,skynutro.com,,"Address: Greater Boston; Sources: Clay Batch, First Campaign"
678,MAP Restaurant Supplies,maprestsupply.com,,Address: New York City Metropolitan Area; Sources: Clay Batch
862,South Side Control Supply.,,,"Address: 488 N Milwaukee Ave Chicago, IL 60654; Sources: Letters"
869,SpartanNash,,,"Address: 850 76th St SW
Byron Center, MI 49315; Sources: Letters"
679,Maplevilles Cabinetry,maplevillescabinetry.com,,Address: Los Angeles Metropolitan Area; Sources: Clay Batch
681,Markets Depot USA,,,"Address: Atlanta, Georgia, United States; Sources: Clay Batch"
876,St Louis Wholesale Foods Inc,,,"Address: 1780 Burns Ave, St. Louis, MO 63132; Sources: St Louis Missouri"
683,Masline Electronics,masline.com,,"Address: Greater Boston, United States; Sources: Clay Batch"
684,Master Creations Inc,,,"Address: Atlanta, Georgia, United States; Sources: Clay Batch"
685,Master Minded Distribution,master-minded.com,,"Address: New York, New York, United States; Sources: Clay Batch"
878,Stan's Donuts & Coffee,,,"Address: 1301 W Lake St, Chicago, IL 60607; Sources: Letters"
686,"Master Toys & Novelties, Inc.",mastertoysinc.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
687,Matisse Footwear,matissefootwear.com,,"Address: Los Angeles Metropolitan Area, United States; Sources: Clay Batch"
688,"Max Sales Group, Inc.",maxsalesgroup.com,,Address: Los Angeles Metropolitan Area; Sources: Clay Batch
689,"Mayer Malbin Company, Inc.",mayermalbin.com,,"Address: New York, New York, United States; Sources: Clay Batch"
690,Mayflower Sales Co. LLC,mfsales.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
691,MB Fragrances LLC,mbfragrances.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
692,McDonald Paper & Restaurant Supplies,mcdonaldpaper.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
694,"Mercer Medical, LLC",mercermedical.com,,"Address: Seattle, Washington, United States; Sources: Clay Batch"
894,Super Wholesale Los Angeles,,,"Address: 1438 E 15th St, Los Angeles, CA 90021; Sources: 11.15 Similar to Master G"
895,Superior Industrial Supply,https://superior-online.net/,,"Address: 7300 N Oak Park Ave, Niles, IL 60714; Industry: Packaging; Revenue: 26000000.0; Employees: 33.0; Year Founded: 1981.0; Sources: First Campaign"
901,T & N Chicago,http://www.tnchicagoinc.com/,,Sources: Industrial
912,The Fox Warehouse,,,"Notes: Phone doesn't work; Address: 1999 Brady Ave, East St Louis, IL 6220; Sources: St Louis Missouri"
695,MH Optical Labs,mhoptical.com,,Address: New York City Metropolitan Area; Sources: Clay Batch
699,"Midwest Trading Horticultural Supplies, Inc.",midwest-trading.com,,Address: Greater Chicago Area; Sources: Clay Batch
963,Wholesale USA,,,"Address: 10729 Trenton Ave, St. Louis, MO 63132; Sources: St Louis Missouri"
965,VA Wholesale,va-wholesale.com,,Notes: They were looking for upgrade and finally upgraded to Shopify; Sources: Warm Leads
700,Mikes Wholesale,,,Sources: 11.15 Similar to Master G
701,MILE HIGH CURE,milehighcure.com,,Address: Los Angeles Metropolitan Area; Sources: Clay Batch
702,Milhench Supply co,Home - Milhench,,"Notes: Founded 1932, Family owned, delivery fleet and vendor-managed inventory programs; Address: Medford, MA; Industry: Janitorial & Facility Supply; Sources: Associates First Lists"
703,"MILITARY PRESTIGE MARKETING, LLC",,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
704,Milro Services,milro.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
706,mission fine wines inc,,,Sources: 11.15 Similar to Master G
707,MNM Couture,mnmcouture.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
709,Modern Aire Ventilating,modernaire.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
710,Moeim Inc.,moeim.net,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
713,Mountain States Marketing,wirelessrep.com,,"Address: Denver Metropolitan Area, United States; Sources: Clay Batch"
997,West Side Cash & Carry 87,,,"Address: 7401 W 87th St, Bridgeview, IL 60455; Sources: First Campaign"
714,mr wholesale inc,,,Sources: 11.15 Similar to Master G
1012,"WP Distributor, LLC",https://www.wpdistributor.com/,,Notes: Customer login portal.; Sources: 11.15 Similar to Master G
715,mt baker vapor llc,,,Sources: 11.15 Similar to Master G
716,"Murphy Industrial Products, Inc.",murphylift.com,,"Address: Houston, Texas, United States; Sources: Clay Batch"
717,Musician,musician.ua,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
719,MVPS.com,mementomemorabilia.com,,Address: New York City Metropolitan Area; Sources: Clay Batch
721,NAPPCO Fastener Company,nappco.com,,"Address: Houston, Texas, United States; Sources: Clay Batch"
724,National Floral Supply Company,nationalfloralsupply.us,,Address: New York City Metropolitan Area; Sources: Clay Batch
725,Naturally White,naturallywhitetx.com,,"Address: Houston, Texas, United States; Sources: Clay Batch"
726,Nessi Foods,nessifoods.com,,Address: Los Angeles Metropolitan Area; Sources: Clay Batch
727,nevada candy,,,Sources: 11.15 Similar to Master G
729,New England Produce Center,http://www.nepctr.com/staff/,,Sources: 11.15 Similar to Master G
1019,Zdan,https://zdanbrand.com/,,Industry: Grocery; Revenue: 0.0; Online Ordering: Robust; Sources: First Campaign
730,New York Cosmetics,newyorkcosmetics.com,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
731,New York Jewelry Inc.,newyorkjewelryinc.com,,"Address: New York, New York, United States; Sources: Clay Batch"
1020,Ziyad,www.ziyad.com,,Industry: Grocery; Revenue: 0.0; Online Ordering: Robust; Sources: First Campaign
1021,Ziyad Brothers,,,"Address: 311 W Monroe St, Suite 407
Chicago, IL 60606; Sources: Letters"
732,New York Stone & Tile LLC,newyorkstone.com,,"Address: New York, New York, United States; Sources: Clay Batch"
733,newACunit.com,newacunit.com,,Address: Greater Phoenix Area; Sources: Clay Batch
49,Al Eryani Wholesale,,,"Address: 2501 Davis St, San Leandro, CA 94577; Sources: Letters"
735,NJ Restaurant Equipment,njresupply.net,,"Address: New York City Metropolitan Area, United States; Sources: Clay Batch"
54,Alhamrah,,,Sources: Outreach
736,NK Textile,nktextile.com,,"Address: New York, New York, United States; Sources: Clay Batch"
737,Nobscot Supply Co,Nobscot Supply Co. | PPE & Janitorial Products | WBE/DBE Certified – MA,,"Notes: Over 2 decades experience, Small WBE (woman business enterprise) distributor of PPE and janitorial supplies; Address: Framingham, MA; Industry: Janitorial & Facility Supply; Sources: Associates First Lists"
131,Banner Wholesale Grocers,https://www.bannerwholesale.com/,,"Address: 2639 S Damen Ave floor 1, Chicago, IL 60608; Revenue: 0.0; Online Ordering: Portal; Sources: First Campaign, Letters"
153,Best Value Inc,https://bestvalueinc.com/products.php,,"Address: 1526 Division St, Detroit, MI 48207; Industry: Convenience store supplies; Revenue: 0.0; Employees: 10.0; Sources: First Campaign, Letters"
738,North Shore Plumbing Supply Co.,northshoreplumbingsupply.com,,"Address: New York, New York, United States; Sources: Clay Batch"
155,Betty Inc,"https://bettyinc.com/contact/ 
No way to purchase online Spoke with Nicole and she said she'll pass my number on",,"Notes: Wholesale and closeout grocery distributor based in Philadelphia, PA. They specialize in selling name-brand and private-label products in bulk to independent grocery stores, institutional buyers, and other wholesale customers
Offer both wholesale distribution and retail (cash-and-carry) options through affiliates like S&S Foods and their private label brand Field Harvest
https://bettyinc.com/contact/ 
No way to purchase online 
Are they a good fit?
Yes
With a 400,000 sq ft warehouse and constantly changing closeout inventory, managing large catalogs, pricing updates, and stock levels can become complicated and manual
Customers would have to call about pricing and specific items in stock
Different buyers likely have different pricing tiers, bulk discounts, or negotiated rates which may be hard to keep track of; Sources: Associates First Lists, Outreach"
739,Northpoint Trading Co,,,Address: New York City Metropolitan Area; Sources: Clay Batch
740,NOVA of California,novaofcalifornia.com,,"Address: Los Angeles, California, United States; Sources: Clay Batch"
157,B&G Restaurant Supply,B&G Restaurant Supply - Serving New England & New York State,,"Notes: Founded 1985, Family run, can't order online?; Address: Pittsfield & Westwood MA; Industry: Restaurant Supply & Equipment; Sources: Associates First Lists, Outreach"
163,Big South Distribution,https://usleaf.com/,,"Sources: 11.15 Similar to Master G, Outreach"
741,Novostone,novostone.com,,"Address: Seattle, Washington, United States; Sources: Clay Batch"
181,Bonollo Provisions,https://www.bonollos.com/,,"Address: 55 Clarkson St, Providence, RI 02908; Industry: Meat Wholesaler; Revenue: 11000000.0; Employees: 45-56; Year Founded: 1968.0; Sources: First Campaign, Letters"
198,BTC Wholesale distributors,https://btcwholesale.com/,,"Notes: Customer login portal. Spoke with christy. Took down my name and email and said she would leave a message.; Address: 100 Airview Ln, Alabaster, AL 35007; Sources: 11.15 Similar to Master G, Outreach"
742,Nuworld Business Systems,nuworldinc.com,,Address: Los Angeles Metropolitan Area; Sources: Clay Batch
744,oksales inc,,,Sources: 11.15 Similar to Master G
203,C & S wholesale grocers,https://www.cswg.com/,,Industry: Grocery; Revenue: 0.0; Online Ordering: Robust; Sources: First Campaign
745,Old Station Outdoor and Landscape Supply,oldstationsupply.com,,"Address: Boston, Massachusetts, United States; Sources: Clay Batch"
232,Cash-Wa Distributing,,,"Address: 401 West 4th Street
Kearney, NE 68845; Sources: 11.15 Similar to Master G, Letters"
746,OLD WORLD CHRISTMAS,oldworldchristmas.com,,Address: Greater Seattle Area; Sources: Clay Batch
247,Cheesie's,,,"Address: 958 W Belmont Ave, Chicago, IL 60657; Sources: Letters"
249,Chef's Kitchen,https://ckfresh.com/,,"Address: 1400 W 44th St, Chicago, IL 60609; Industry: Grocery, restaurant supplies; Revenue: 3000000.0; Employees: 11.0; Online Ordering: Robust; Sources: First Campaign, Letters"
747,OMG Accessories,omgaccessories.com,,"Address: New York, New York, United States; Sources: Clay Batch"
748,"Organic Growth Holdings, Inc.",,,"Address: New York, New York, United States; Sources: Clay Batch"
749,Oswald Supply,oswaldsupply.com,,"Address: New York, New York, United States; Sources: Clay Batch"
255,Chicago Pallet,,,Sources: Outreach
